sdss_name_j,sdss_name,fitsname,zqso,zabs,snr_m_3934,snr_m_3969,snr_3934_center,snr_3969_center,ew1,ew2,drift1,drift2,fwhm1,fwhm2,ew1_err,ew2_err,FWHM1,FWHM2,RA_j,DEC_j,PLATE_j,FIBER_j,MJD_j
SDSS J130241.83+370114.3,SDSS J130241.83+370114.3,spSpec-53800-2018-089.fit,1.421126962,0.440148413,2.578707691,2.621309526,2.578707689,2.63410603,0.366641726,0.329884014,-0.258048797,2.107570835,1.566462397,1.431319462,0.142180414,0.125847028,3.13848066,2.66779417,195.674304,37.020632,2018,89,53800
SDSS J083028.56+072759.6,SDSS J083028.56+072759.6,spSpec-52963-1297-330.fit,1.779000044,1.254151702,5.891147986,5.016396786,6.13378207,5.286248957,1.377836574,1.152309056,0.653057759,-0.555102946,1.991252855,2.105573229,0.233882526,0.229708515,1.40110405,1.3828129,127.619012,7.466544,1297,330,52963
SDSS J094141.94+271741.5,SDSS J094141.94+271741.5,spSpec-53385-1944-011.fit,1.323119998,1.014451027,5.102939951,8.008064951,4.992383594,8.008064957,0.489230834,1.152088095,-0.034855547,0.872259155,1.192522403,1.223260004,0.095872348,0.143865978,2.109482614,1.359476992,145.424746,27.294853,1944,11,53385
SDSS J075333.73+403652.9,SDSS J075333.73+403652.9,spSpec-51882-0435-480.fit,1.945163012,0.747111022,4.547047736,2.682238806,4.547047737,2.682238805,1.004587104,0.683057889,-0.321072569,0.294009819,1.384099291,2.103997591,0.220931726,0.25465961,1.087092599,2.02842505,118.390541,40.614685,435,480,51882
SDSS J102030.07-001700.5,SDSS J102030.07-001700.5,spSpec-51883-0271-073.fit,2.092461109,0.974500537,3.194499253,4.083174217,3.164139362,4.068041704,0.532658525,0.999805965,0.75357794,-0.309238129,1.976363625,3.164262005,0.166742417,0.244859982,1.962883227,1.316085679,155.125295,-0.283462,271,73,51883
SDSS J155639.20+002004.7,SDSS J155639.20+002004.7,spSpec-51692-0343-509.fit,1.839329004,0.998637021,4.1434469,2.426813575,4.143446898,2.460526361,0.895466466,0.492523287,0.578590968,-1.651051774,1.998773619,2.333671195,0.216116313,0.202950607,1.320270228,1.701998125,239.163318,0.334641,343,509,51692
SDSS J222050.56-001827.7,SDSS J222050.56-001827.7,spSpec-52873-1103-229.fit,1.943027973,0.871572554,3.87498067,2.977611243,3.762981309,3.035975902,1.056319734,0.774863565,-1.326290235,-0.130286142,1.740315838,1.886933841,0.272600001,0.26022993,1.483600311,2.469185353,335.210648,-0.307697,1103,229,52873
SDSS J103453.93+512239.0,SDSS J103453.93+512239.0,spec-6695-56628-0125.fits,2.200000048,1.225681543,3.226766294,4.167244546,3.582760323,3.685861907,1.322446762,1.173445132,0.786392483,0.510172456,1.933552531,1.323070106,0.409836549,0.281587778,2.672505863,1.593222228,158.7247052,51.37750636,6695,125,56628
SDSS J081226.76+341010.7,SDSS J081226.76+341010.7,spec-3757-55508-0100.fits,0.698000014,0.603573561,2.524454421,3.082596546,2.516656145,2.837748745,0.436121236,0.542488584,0.275031674,0.310351348,1.693447548,1.429343295,0.17275861,0.175984296,2.25278899,1.427134145,123.1115111,34.1696356,3757,100,55508
SDSS J085852.41+214315.7,SDSS J085852.41+214315.7,spec-5773-56009-0698.fits,2.359999895,1.148635864,4.178591591,2.383775941,4.396123904,2.383775939,1.020551873,0.241988243,0.408225081,0.902705717,1.935195578,1.187878351,0.244233458,0.101514676,2.77719088,1.480490482,134.7183722,21.72101738,5773,698,56009
SDSS J133006.16+581012.6,SDSS J133006.16+581012.6,spec-6829-56453-0800.fits,1.491999984,1.377881169,4.596436289,7.081515718,4.786554718,7.081515718,0.343493742,0.991830235,0.50937336,0.642046335,2.744069676,2.873552217,0.074730448,0.140059032,2.676883278,1.103158786,202.525676,58.17017735,6829,800,56453
SDSS J154636.35+262839.7,SDSS J154636.35+262839.7,spSpec-53498-1654-305.fit,2.514903069,0.992807686,3.661841912,2.034726997,3.661841914,2.15277558,0.914963482,0.464115501,-0.867320973,-0.568750344,1.886834304,1.224009022,0.249864277,0.228097185,3.024495499,1.330084689,236.651446,26.477692,1654,305,53498
SDSS J150754.98+025204.1,SDSS J150754.98+025204.1,spSpec-52057-0590-296.fit,1.385908008,0.746773124,4.452470671,3.798490609,4.45247067,3.798490611,0.57427657,0.690019654,1.05366366,0.364903657,1.337086666,2.26714528,0.128979304,0.181656275,1.443587515,2.617097993,226.979101,2.867793,590,296,52057
SDSS J093738.05+562838.9,SDSS J093738.05+562838.9,spSpec-51991-0556-456.fit,1.803475976,0.978116214,4.624709341,3.368807863,4.624709342,3.484080628,0.886576176,0.405953145,-0.839775956,-1.436497616,2.882753008,1.74452109,0.191704194,0.120503502,1.584841618,1.731689985,144.40854,56.477483,556,456,51991
SDSS J100435.42+325040.9,SDSS J100435.42+325040.9,spSpec-54552-2958-597.fit,1.461608052,1.157686949,3.20925567,3.630681171,3.20925567,3.630681169,1.131916719,0.747331869,-0.905815493,0.613344448,1.6673358,0.889729641,0.352703815,0.205837922,2.56054684,1.386361525,151.147591,32.844694,2958,597,54552
SDSS J234142.33+003312.5,SDSS J234142.33+003312.5,spSpec-51877-0385-498.fit,0.986518025,0.873999894,4.144107501,3.928938244,4.436530871,3.826862576,0.782176851,0.736705925,-1.046504763,0.721535781,0.993592264,1.456956677,0.188744344,0.187507637,1.667638168,2.117694248,355.426364,0.553472,385,498,51877
SDSS J080152.22+423338.6,SDSS J080152.22+423338.6,spec-3683-55178-0266.fits,2.440000057,1.317672253,3.91649461,2.130320085,3.928714419,2.130320081,1.012549566,0.261503195,-0.430707772,-0.801546527,4.100220624,1.963920512,0.258534651,0.122753007,1.953475499,2.223853487,120.4675677,42.56072008,3683,266,55178
SDSS J112147.03+312204.4,SDSS J112147.03+312204.4,spec-6438-56367-0182.fits,1,0.899208963,3.315775083,3.08191779,3.315775083,3.076591482,0.626170012,0.955892075,0.09308738,0.422423829,1.087092599,2.02842505,0.188845744,0.310161445,2.332949274,2.12199599,170.4459485,31.36790044,6438,182,56367
SDSS J075807.83+541946.2,SDSS J075807.83+541946.2,spec-5945-56213-0479.fits,2.344000101,1.249960899,4.916997167,5.726126821,4.916997167,5.726126821,1.771962217,1.236894336,0.511610293,0.051669523,3.646710299,2.374201404,0.360374871,0.216008896,3.117010787,1.479418626,119.5326458,54.32949739,5945,479,56213
SDSS J094202.01+445019.6,SDSS J094202.01+445019.6,spSpec-52672-1202-150.fit,2.032269001,0.974891901,3.000819175,2.155671844,3.000819175,2.155671844,0.409510724,0.517066442,0.434160364,-0.678996323,1.202091487,1.963183797,0.136466311,0.278257301,3.577386595,2.390060005,145.508371,44.838778,1202,150,52672
SDSS J063505.18+824554.6,SDSS J063505.18+824554.6,spSpec-54152-2548-016.fit,2.645198107,1.257219553,4.458931605,5.349366247,4.458931603,5.349366254,0.611600839,0.6415919,1.905529407,-0.180836652,0.996949017,0.853417423,0.137163091,0.119937927,2.189367157,2.041123696,98.771598,82.765157,2548,16,54152
SDSS J165103.96+410652.4,SDSS J165103.96+410652.4,spec-6037-56106-0262.fits,1.832999945,1.00252676,4.654265325,5.374071292,4.692072252,6.091969454,0.305879636,0.519159855,0.949681435,0.636890675,1.468700479,2.768011322,0.065720283,0.096604572,1.964959483,1.323070106,252.7664976,41.11456772,6037,262,56106
SDSS J110039.64+483221.5,SDSS J110039.64+483221.5,spSpec-52646-0964-392.fit,1.237439036,0.926025093,4.486699061,2.026714866,4.486699061,2.026714867,1.204499729,0.799509685,-1.278591065,-1.248003654,1.697145815,3.032486377,0.268460111,0.394485528,3.199717681,3.299077235,165.165167,48.539318,964,392,52646
SDSS J165717.93+231922.6,SDSS J165717.93+231922.6,spec-4178-55653-0746.fits,2.253000021,1.005308509,3.968894406,3.758722552,3.968894406,3.758722552,0.211984687,0.409605793,-0.941503041,0.553432942,0.97284471,2.444139825,0.053411521,0.108974735,1.510874687,1.751735425,254.3247276,23.32293482,4178,746,55653
SDSS J084424.24+124546.5,SDSS J084424.24+124546.5,spec-5288-55865-0398.fits,2.496000051,1.219195247,10.42653689,3.171286252,10.38825649,3.171286247,0.990397398,0.288083285,-1.33637935,0.670996075,2.725611263,2.262987746,0.094988145,0.090841149,1.794019822,1.076237316,131.1010153,12.76292309,5288,398,55865
SDSS J101142.02+445155.3,SDSS J101142.02+445155.3,spSpec-52376-0943-145.fit,1.913987994,0.835849762,3.264888615,2.975727839,3.264888613,2.975727839,0.425547218,0.634841322,1.446916423,0.955560191,2.194662775,2.781660961,0.130340501,0.213339847,2.664284386,2.20184522,152.925076,44.865357,943,145,52376
SDSS J110410.35+043427.0,SDSS J110410.35+043427.0,spec-4771-55925-0846.fits,2.295000076,1.258142114,4.604551223,3.828038448,4.104755711,3.828038448,0.962753651,1.589440126,1.056109045,-0.751229636,0.977740128,1.683668628,0.209087402,0.415210074,1.092180247,1.922208323,166.0431222,4.57417741,4771,846,55925
SDSS J112259.00+550658.1,SDSS J112259.00+550658.1,spec-7093-56657-0232.fits,2.457000017,1.206394434,3.537341787,4.112783658,3.437632449,4.018211563,0.839200619,0.684368173,-0.975872261,1.971148097,3.024495499,1.330084689,0.237240467,0.166400236,2.125687653,1.33369717,170.7458407,55.11614742,7093,232,56657
SDSS J143539.71+021044.8,SDSS J143539.71+021044.8,spSpec-52024-0536-439.fit,2.159992933,1.217405558,2.891199368,2.961549026,2.841719759,2.961549028,0.293328541,0.423521983,-0.065094,0.271254864,1.695828899,2.567413154,0.10145566,0.143006913,1.477620055,1.113615829,218.91544,2.179108,536,439,52024
SDSS J141604.12+221409.3,SDSS J141604.12+221409.3,spSpec-54540-2786-440.fit,1.118046999,0.699469864,2.78544646,2.602301687,2.786164476,2.623590574,0.447342744,0.479460734,0.873776533,0.771058378,1.773048945,2.089127034,0.160600015,0.184244869,2.172022487,1.975781816,214.017169,22.235927,2786,440,54540
SDSS J085926.14+195042.3,SDSS J085926.14+195042.3,spec-5175-55955-0920.fits,1.419999957,1.123128414,3.352929254,2.820462028,3.352929254,2.820462026,0.93048497,1.313275578,-0.924256011,0.613092233,1.483600311,2.469185353,0.277514048,0.465624272,1.40616837,1.051057415,134.8589212,19.84507238,5175,920,55955
SDSS J132743.25+441033.2,SDSS J132743.25+441033.2,spec-6627-56369-0468.fits,2.424000025,1.225600719,3.460476837,2.233395124,4.103929141,2.233395124,1.14427709,0.838535243,0.383399468,0.294860462,2.168773448,1.689835718,0.330670351,0.375453154,1.636900924,1.585827022,201.9302087,44.17589814,6627,468,56369
SDSS J094051.48+161624.9,SDSS J094051.48+161624.9,spec-5317-56000-0260.fits,2.680000067,1.342946768,2.709222318,3.150814931,2.729074695,3.163160104,0.498099568,0.788358973,-0.204056273,-1.505363954,1.454854816,2.013133718,0.183853339,0.250207959,2.249637367,1.986605354,145.2144811,16.27358315,5317,260,56000
SDSS J131543.54+593506.0,SDSS J131543.54+593506.0,spec-7117-56685-0732.fits,1.118999958,0.823302269,2.657510688,3.009175911,2.665966891,3.009175911,0.456283486,1.340274965,-0.072879686,1.155259068,1.405438132,2.173826014,0.171695823,0.445396017,1.972259624,2.316348984,198.9314016,59.58499857,7117,732,56685
SDSS J162930.32+283105.8,SDSS J162930.32+283105.8,spSpec-54553-2948-347.fit,1.273594975,0.444509417,2.709018549,3.865136272,2.709018546,3.86513627,0.527785725,0.731494874,-0.921078718,-1.215985121,1.914784152,1.982685528,0.194825438,0.189254614,1.261546024,1.657613631,247.37635,28.518282,2948,347,54553
SDSS J074843.82+372642.0,SDSS J074843.82+372642.0,spSpec-51873-0433-008.fit,1.769350052,0.550344169,4.505634286,2.248817882,4.503926717,2.248817883,0.882358959,0.395005055,-0.26132931,0.855535133,1.843358777,1.547345058,0.195834571,0.175650086,2.235651846,2.145219837,117.182603,37.445013,433,8,51873
SDSS J112849.36+375500.0,SDSS J112849.36+375500.0,spSpec-53446-2036-392.fit,2.036909103,1.312727332,3.186828211,2.757048845,3.186828213,2.757048845,1.28612685,1.064917431,0.394860035,-0.666858393,2.171243645,2.137867528,0.403575833,0.386252653,4.100220624,1.963920512,172.205667,37.916668,2036,392,53446
SDSS J084838.58+374541.7,SDSS J084838.58+374541.7,spec-4609-56251-0718.fits,2.617000103,1.267046928,2.557283124,4.13305287,2.814247815,4.124186262,0.884510935,1.054235398,0.523971068,1.194308406,1.223659216,1.488433319,0.345879159,0.255074259,2.715879158,1.817399897,132.1607637,37.76159088,4609,718,56251
SDSS J013405.77+005109.4,SDSS J013405.77+005109.4,spec-4230-55483-0759.fits,1.519999981,0.61788708,6.041595852,2.716924586,6.27993892,2.72099825,0.673731554,0.112048521,2.035031392,0.303777454,3.921037633,1.513325135,0.111515495,0.041240939,3.435135561,1.483256309,23.524047,0.852611735,4230,759,55483
SDSS J101557.41+282524.9,SDSS J101557.41+282524.9,spec-6470-56334-0907.fits,2.476000071,1.340145588,4.554507936,2.288244785,4.554507934,2.288244787,1.193459452,0.446579636,1.150249568,1.162392938,2.759957716,1.672746345,0.262039164,0.195162527,0.97284471,2.444139825,153.9891969,28.4235701,6470,907,56334
SDSS J141615.72+365537.3,SDSS J141615.72+365537.3,spSpec-53143-1643-573.fit,1.827811956,1.203581333,3.287533651,3.464254937,3.28753365,3.458947848,0.645190266,0.402061957,-0.592382947,-0.088192055,1.411258774,1.360762136,0.196253585,0.116060153,2.112713371,1.800936615,214.065502,36.927037,1643,573,53143
SDSS J090712.79+503623.6,SDSS J090712.79+503623.6,spec-7304-56745-0073.fits,1.682999969,0.619606674,2.527524132,3.88899135,2.527524134,3.884971725,0.611229766,0.452902786,-2.288145236,-1.659140282,1.884343784,1.644876695,0.241829448,0.116457648,2.829406525,1.934305124,136.8033033,50.60655272,7304,73,56745
SDSS J122802.73+151327.6,SDSS J122802.73+151327.6,spSpec-53436-1767-582.fit,1.573202968,0.929615378,2.50353181,2.059396707,2.78112659,2.059396707,0.764222496,0.445492406,-0.072911829,0.56949047,2.605279597,1.755341814,0.305257753,0.216321802,1.725187443,1.212673342,187.011389,15.224334,1767,582,53436
SDSS J102320.39+521437.8,SDSS J102320.39+521437.8,spec-6695-56628-0482.fits,2.434000015,1.103852034,3.331112036,2.755636853,2.918878259,2.755636852,0.813135515,0.949996605,0.101091132,-0.346790203,2.433498317,1.485340795,0.244103322,0.344746662,2.230019985,1.805320247,155.8349668,52.24383621,6695,482,56628
SDSS J011218.07+353011.8,SDSS J011218.07+353011.8,spec-6598-56574-0838.fits,2.305000067,1.377392411,2.521822609,2.719066093,2.521822609,2.719066093,0.176821915,0.367613278,0.15572866,1.799312343,1.478071801,1.069148798,0.070116714,0.135198361,1.497142427,2.213019583,18.07529902,35.50326859,6598,838,56574
SDSS J130923.06+253331.2,SDSS J130923.06+253331.2,spec-5994-56101-0248.fits,2.085999966,1.373009443,3.117643757,4.949338179,3.017512421,4.949338179,0.352106529,0.530195699,1.251114306,0.552005723,1.427215419,1.585060159,0.11293995,0.107124565,1.698423651,1.737747332,197.3460907,25.55865467,5994,248,56101
SDSS J085845.53+423147.5,SDSS J085845.53+423147.5,spSpec-52293-0830-614.fit,1.752882957,0.910858631,4.093310441,3.267136209,4.254818225,3.267136211,1.205830178,0.63812568,-0.112954647,-0.741955272,2.63439858,2.188985105,0.294585567,0.195316521,2.186159539,2.665972911,134.689689,42.52985,830,614,52293
SDSS J074758.67+335432.6,SDSS J074758.67+335432.6,spSpec-52577-0756-221.fit,1.707028031,0.619812548,4.445285298,2.678548805,4.445285297,2.678548805,1.130920719,0.493113259,-0.73734449,-1.397341029,2.658784417,1.932677506,0.25440903,0.184097172,2.168773448,1.689835718,116.99446,33.909045,756,221,52577
SDSS J122921.35+174406.1,SDSS J122921.35+174406.1,spSpec-54232-2598-495.fit,1.973834991,0.969322741,3.06237982,2.957916633,3.062379816,3.145416538,0.434137322,0.567440417,-0.364098218,0.795946171,1.087802005,1.448827116,0.141764689,0.191837867,0.977740128,1.683668628,187.338958,17.735016,2598,495,54232
SDSS J113800.38-031147.6,SDSS J113800.38-031147.6,spSpec-52294-0327-005.fit,2.4194839,1.279919147,3.726065738,3.114659334,3.721806068,3.319446157,1.113793116,0.889653455,0.123902823,0.658495172,3.024723769,1.47092681,0.298919341,0.285634273,2.780722515,1.390780834,174.501567,-3.196564,327,5,52294
SDSS J105800.02+025728.8,SDSS J105800.02+025728.8,spec-4732-55648-0774.fits,2.931999922,1.355755091,3.10998385,3.323522402,3.146738448,3.205202392,0.768495242,0.663325022,1.22830272,0.574887962,3.200109327,1.645923873,0.247105863,0.199584941,2.682854455,1.497348555,164.5001022,2.958005728,4732,774,55648
SDSS J135313.46+322704.9,SDSS J135313.46+322704.9,spec-3861-55274-0350.fits,2.062999964,1.005845666,4.879254412,2.818904201,4.879254412,3.10093052,0.590066721,0.834461415,-1.111767694,1.125889198,0.829709197,1.574927293,0.120933788,0.296023332,1.228087587,1.698980728,208.3060767,32.45136319,3861,350,55274
SDSS J124708.78+215410.0,SDSS J124708.78+215410.0,spec-5988-56072-0360.fits,1.730999947,1.031897187,4.613760898,2.297912171,4.613760898,2.324599077,0.332758523,0.110184889,2.285820777,-0.865594338,2.308428638,1.639155515,0.072123053,0.04795,2.082610633,2.492378947,191.7865897,21.9027904,5988,360,56072
SDSS J021002.55+030029.2,SDSS J021002.55+030029.2,spec-4269-55502-0876.fits,2.523999929,1.318999052,2.569806714,2.454894252,2.512038188,2.454894254,0.391726143,0.500146594,1.280385071,0.923995173,2.082933595,2.829980344,0.152434088,0.203734476,2.022524453,1.364223084,32.51060832,3.00812342,4269,876,55502
SDSS J152555.82+010835.5,SDSS J152555.82+010835.5,spec-4012-55327-0872.fits,1.462000012,1.114537954,5.740782306,2.689126782,5.794642177,2.527526524,0.341615774,0.135341792,3.314495838,-1.968218766,2.60274504,2.11808372,0.059506833,0.050329272,2.56428398,3.721663071,231.4825694,1.143190202,4012,872,55327
SDSS J114928.58-000715.4,SDSS J114928.58-000715.4,spSpec-51959-0283-634.fit,1.191303968,0.872613251,2.682866873,2.931972046,2.766492936,2.91995855,0.796019528,0.914137384,-0.301749874,-1.952360406,1.758198113,2.507701075,0.296704818,0.311782435,1.864599148,2.424943765,177.369064,-0.120932,283,634,51959
SDSS J122921.35+174406.0,SDSS J122921.35+174406.0,spec-5852-56034-0196.fits,1.965999961,0.969312429,3.750626047,2.472609584,3.750626047,2.472609584,0.528256498,0.188608043,-0.279079433,-0.316861118,2.125687653,1.33369717,0.140844886,0.076278942,1.935195578,1.187878351,187.338952,17.73501006,5852,196,56034
SDSS J153528.22+351049.5,SDSS J153528.22+351049.5,spec-4974-56038-0408.fits,0.712000012,0.456304759,2.895332862,3.115971401,2.91049725,3.112179416,0.637008428,0.585125712,1.335930245,0.474960365,2.259862074,1.779620612,0.220012157,0.187782761,3.183963793,1.706413889,233.8675823,35.18042282,4974,408,56038
SDSS J141228.62+244901.0,SDSS J141228.62+244901.0,spSpec-53800-2128-381.fit,1.186782002,1.016821861,2.763039491,2.80498563,2.659218754,2.804985628,0.772888385,0.306343194,-0.851660369,0.739081668,2.439020055,1.134883473,0.279723974,0.109213819,1.893127046,1.570396686,213.119262,24.816949,2128,381,53800
SDSS J235609.32-091429.0,SDSS J235609.32-091429.0,spSpec-52143-0650-324.fit,1.894729972,0.82875824,2.759755767,2.609361923,2.734224114,2.609361924,0.398617356,0.58256746,0.577054089,0.060145553,1.625707067,2.141648515,0.14443936,0.223260505,1.295229353,1.868890858,359.038847,-9.241381,650,324,52143
SDSS J100339.44+101936.8,SDSS J100339.44+101936.8,spSpec-52999-1307-552.fit,1.842800021,0.816005766,2.701919725,3.713127117,2.730279468,3.712177927,0.750687239,0.542796531,1.107650009,0.008615802,4.352812789,2.422434273,0.277834768,0.146183126,2.065040769,2.004587983,150.91432,10.326881,1307,552,52999
SDSS J102630.00+164412.8,SDSS J102630.00+164412.8,spec-5337-55987-0016.fits,2.15199995,0.856112063,5.340524761,3.098241262,5.340524762,3.266270493,0.715791761,0.396722911,-0.656648172,-1.35934531,3.729757284,3.306253687,0.13403023,0.128047779,1.942648655,1.50938601,156.6250073,16.73689299,5337,16,55987
SDSS J000809.33+222402.4,SDSS J000809.33+222402.4,spec-6171-56311-0758.fits,2.799999952,1.199487805,2.990829216,2.508613524,2.977243862,2.514611598,1.075597031,0.556587077,0.673549432,0.181490821,2.602432856,2.177340575,0.359631712,0.221870397,2.759957716,1.672746345,2.038876486,22.40066187,6171,758,56311
SDSS J145717.86+024747.4,SDSS J145717.86+024747.4,spec-4015-55624-0678.fits,1.975000024,1.373543382,5.740136242,14.14728238,6.087219395,14.65396391,0.683992287,1.08033535,0.436779932,-0.084553626,2.621969491,3.12789529,0.119159591,0.076363454,3.630201198,2.155879324,224.3244107,2.796489259,4015,678,55624
SDSS J125319.59+283334.4,SDSS J125319.59+283334.4,spSpec-53726-2239-007.fit,1.828397036,1.149115682,4.213155837,2.177571338,4.225069231,2.153129895,0.584633445,0.345404473,-1.061305433,-1.59167892,1.374176149,2.041732044,0.138763784,0.158619131,2.266637414,1.813858868,193.331612,28.559542,2239,7,53726
SDSS J133216.84+400655.4,SDSS J133216.84+400655.4,spec-4708-55704-0396.fits,1.879999995,0.665474057,5.927482978,4.091118179,5.927482978,4.285438677,0.694381118,0.886685441,0.390521164,-0.78620533,1.762089208,3.567777874,0.117146033,0.216734253,2.784244679,1.037246055,203.0701526,40.11538802,4708,396,55704
SDSS J131536.76+191500.0,SDSS J131536.76+191500.0,spSpec-54506-2618-121.fit,1.814949989,1.093060851,4.399964064,2.611243381,4.383887185,2.611243379,0.279191396,0.221805969,-0.722565567,0.541311912,1.326779307,1.33722658,0.063453108,0.084942664,1.701111456,1.411297088,198.903158,19.249974,2618,121,54506
SDSS J120113.81+283922.1,SDSS J120113.81+283922.1,spec-6475-56337-0572.fits,2.460000038,1.288121819,2.898134454,3.090470101,2.999204219,3.090470101,1.228874934,0.80017302,-0.333416492,-0.332905346,2.045464862,2.412273542,0.424022747,0.258916279,1.795137432,1.181377917,180.3075594,28.65613803,6475,572,56337
SDSS J121934.43+512950.1,SDSS J121934.43+512950.1,spSpec-52374-0884-295.fit,1.96814096,0.911962628,3.095914128,3.132382856,3.264499125,3.132382855,0.979178263,0.696930925,0.267123092,0.636654385,2.591058837,2.629007998,0.316280821,0.222492255,2.308428638,1.639155515,184.893468,51.497243,884,295,52374
SDSS J123616.79+673931.9,SDSS J123616.79+673931.9,spec-7120-56720-0798.fits,1.758000016,0.754181147,3.038137771,2.330504391,3.038137771,2.330504391,0.324926158,0.090576544,0.904521878,-1.018692072,3.031493592,1.10959061,0.106949119,0.03886564,2.87386239,0.974849933,189.0699606,67.65885401,7120,798,56720
SDSS J114625.60+265954.0,SDSS J114625.60+265954.0,spec-6406-56330-0162.fits,0.976000011,0.875978887,2.933976341,2.712234745,2.933976341,2.712234745,0.526849748,0.577493447,0.313202972,0.095917341,1.565393878,1.943971707,0.179568506,0.212921631,2.123090723,1.310494314,176.606659,26.99834496,6406,162,56330
SDSS J132345.54+333954.7,SDSS J132345.54+333954.7,spSpec-53534-2112-452.fit,1.514497995,0.742200434,2.871187807,3.238672168,2.871187803,3.238672168,0.310624663,0.546979007,-0.836442814,-0.401863826,1.545671351,2.229861048,0.108186815,0.168889896,2.759175673,2.044026257,200.939731,33.665208,2112,452,53534
SDSS J215006.13+060617.5,SDSS J215006.13+060617.5,spec-4091-55498-0874.fits,1.090000033,0.499435753,3.50740918,2.067134921,3.50740918,2.078278101,0.505277711,0.404329898,0.389161267,-0.099067176,1.667638168,2.117694248,0.144060098,0.195599181,1.468700479,2.768011322,327.5255231,6.104849524,4091,874,55498
SDSS J113135.25-014126.8,SDSS J113135.25-014126.8,spSpec-52375-0326-623.fit,1.81734097,1.044653654,4.134358012,2.410838501,4.106873055,2.387942645,1.125379688,0.617812693,-0.115040521,0.016189381,2.045573052,1.77267813,0.272201799,0.256264654,1.957857901,4.069704939,172.89689,-1.690778,326,623,52375
SDSS J212747.43+004929.5,SDSS J212747.43+004929.5,spec-4193-55476-0918.fits,2.260999918,1.376514792,4.974230428,3.590363957,4.974230428,3.281269955,0.261603818,0.482857419,1.308824936,1.849497276,1.619317189,2.104011112,0.052591817,0.134487039,2.24191097,1.747334709,321.9476333,0.824867596,4193,918,55476
SDSS J000025.94+242417.6,SDSS J000025.94+242417.6,spSpec-54389-2822-318.fit,1.159976006,0.489220738,2.571665881,3.778123128,2.600926791,3.778123128,1.313798472,0.745680393,0.421751695,1.033919311,3.46416595,1.500540279,0.510874481,0.197367944,2.744069676,2.873552217,0.108071,24.404882,2822,318,54389
SDSS J224929.22-000917.3,SDSS J224929.22-000917.3,spSpec-51789-0379-270.fit,1.609922051,0.69687593,3.09676513,3.628492119,3.061915222,3.62849212,0.787060678,0.64816828,-0.906605549,-0.795744209,3.024814635,1.975304095,0.254155754,0.178632958,2.221494681,2.491090139,342.371769,-0.154804,379,270,51789
SDSS J150749.40+123710.4,SDSS J150749.40+123710.4,spSpec-54533-2752-304.fit,1.599123001,0.605364382,3.798702564,2.958104459,3.71843921,2.978030588,0.436769972,0.734138848,0.644828707,-0.762756606,1.564559205,3.316349643,0.114978724,0.248178811,0.829709197,1.574927293,226.955814,12.619557,2752,304,54533
SDSS J133204.75-011734.6,SDSS J133204.75-011734.6,spSpec-52377-0910-620.fit,0.814897001,0.722937346,2.709720068,3.222239616,2.709720063,3.250967666,0.277509091,0.424650319,-0.059476249,-0.606588813,1.992664828,1.923274968,0.102412458,0.131787319,1.619317189,2.104011112,203.019802,-1.292956,910,620,52377
SDSS J131324.32+450354.8,SDSS J131324.32+450354.8,spSpec-53084-1375-538.fit,1.469846964,0.706321537,3.312155922,2.433479779,3.312155919,2.433479779,0.324001952,0.405039322,0.081594091,-1.204674489,1.421801895,2.521791845,0.097822071,0.166444499,3.298291078,1.136095292,198.351333,45.065212,1375,538,53084
SDSS J111741.33+202632.8,SDSS J111741.33+202632.8,spSpec-54533-2872-523.fit,1.710912943,0.694215953,5.203232337,3.57406109,5.169693546,3.55433454,1.07991498,0.450858915,-0.399695207,-0.382565735,2.939414609,1.900000211,0.207546946,0.126147512,3.646710299,2.374201404,169.422189,20.442431,2872,523,54533
SDSS J141523.81+561937.8,SDSS J141523.81+561937.8,spSpec-54561-2462-239.fit,0.735661983,0.440759867,3.509627021,3.064903135,3.50962702,3.064903134,0.54234349,0.251226464,-0.539112369,1.459918952,1.753218609,0.849351607,0.154530236,0.08196881,2.427106721,1.876386943,213.849213,56.327156,2462,239,54561
SDSS J132512.56+553954.6,SDSS J132512.56+553954.6,spSpec-52759-1320-134.fit,0.927245021,0.826910675,3.053842092,4.336466118,3.05384209,4.336466115,0.490884708,0.644602261,0.572647896,1.249612626,1.788353286,1.401036986,0.160743317,0.148646904,2.029304009,1.705158479,201.30234,55.665163,1320,134,52759
SDSS J134023.03+401307.9,SDSS J134023.03+401307.9,spec-4708-55704-0075.fits,1.462000012,1.135205507,2.88311259,3.465182707,2.88311259,3.23918776,1.266990705,1.53824526,-0.821666615,-2.8195579,3.02354659,3.903118393,0.439452385,0.443914619,1.972557903,1.870375956,205.095951,40.21886874,4708,75,55704
SDSS J125619.04+005326.2,SDSS J125619.04+005326.2,spec-3850-55575-0852.fits,2.388999939,1.262467742,4.747279107,3.504442188,4.459244158,3.504442188,0.35745633,0.283447099,0.290064856,0.415600204,1.295229353,1.868890858,0.075297096,0.08088223,2.195301889,2.874050273,194.0793134,0.890611478,3850,852,55575
SDSS J141429.07+565304.1,SDSS J141429.07+565304.1,spSpec-54561-2462-423.fit,1.055914998,0.867640615,3.472705984,2.116887797,3.183468755,2.122439654,0.502062465,0.276026056,0.285077354,1.161047411,1.96201915,1.911356229,0.144573847,0.130392389,1.967512506,1.241596343,213.62114,56.88446,2462,423,54561
